Date,Open,High,Low,Close,Volume
2018-01-02,39.88872294945866,40.39037927837602,39.67774378235682,40.38100051879883,102223600
2018-01-03,40.44429260255542,40.91781978294062,40.31067568933175,40.373966217041016,118071600
2018-01-04,40.446637808563274,40.664649258385666,40.33880711131893,40.56150436401367,89738400
2018-01-05,40.65760732454381,41.11003400377929,40.56618411295515,41.02330017089844,94640000
2018-01-08,40.87092971801758,41.16629619425048,40.772470648992005,40.87092971801758,82271200
2018-01-09,40.917810072389095,41.03736239552762,40.65057273241356,40.86623764038086,86336000
2018-01-10,40.59197023775632,40.85920759232445,40.55446236207534,40.85686111450195,95839600
2018-01-11,40.9271862728053,41.138165384539846,40.903746533911104,41.08893585205078,74670800
2018-01-12,41.29991496847226,41.576531096215895,41.175673253020285,41.51323699951172,101672400
2018-01-16,41.7031194695957,42.05240490649083,41.29054350724283,41.30226516723633,118263600
2018-01-17,41.29288225277923,42.01958217586065,41.03971302253019,41.98442077636719,137547200
2018-01-18,42.047709282562344,42.218837623766504,41.7851613070516,42.02192306518555,124773600
2018-01-19,41.86955394685209,42.09694053382906,41.58825202205062,41.83439254760742,129700400
2018-01-22,41.56246810296082,41.67498816371669,41.39837560249429,41.49214172363281,108434400
2018-01-23,41.56246562918012,42.064121859004125,41.4499455751214,41.50151443481445,130756400
2018-01-24,41.550754604787556,41.56247626646925,40.601357239753824,40.8404655456543,204420400
2018-01-25,40.90843864737004,41.01158352987278,39.97545247946062,40.11141586303711,166116000
2018-01-26,40.32004383599083,40.32004383599083,39.86527067622671,40.205177307128906,156572000
2018-01-29,39.888714248072546,39.888714248072546,39.16436082601655,39.37299346923828,202561600
2018-01-30,38.80335120718038,39.2346810244076,38.60878313619308,39.14091491699219,184192800
2018-01-31,39.11747858938346,39.48551795947616,39.030744745683194,39.24875259399414,129915600
2018-02-01,39.18780344398676,39.527710102026376,39.09169084544609,39.3307991027832,188923200
2018-02-02,38.91353324343483,39.10106905879282,37.53046331194743,37.624229431152344,346375200
2018-02-05,37.29604514936819,38.41656710692607,36.56934519233104,36.68421173095703,290954000
2018-02-06,36.29507040528465,38.37905380601022,36.10050233360357,38.21730422973633,272975200
2018-02-07,38.23137288977657,38.30404216762096,37.28901160186484,37.39918518066406,206434400
2018-02-08,37.575015296865836,37.74145434017414,36.34197279680798,36.37010192871094,217562000
2018-02-09,36.97028950150967,37.1632948025491,35.36268058054797,36.81494140625,282690400
2018-02-12,37.30688077719947,38.575549954605094,37.073858588541775,38.29780960083008,243278000
2018-02-13,38.11891617760433,38.777965783274304,38.048303078509086,38.681461334228516,130196800
2018-02-14,38.3754843889693,39.434670397688606,38.33782717155725,39.394657135009766,162579600
2018-02-15,39.96425516020043,40.74099212471423,39.77831079062471,40.71745681762695,204588800
2018-02-16,40.56916941260214,41.148192554732624,40.430299249571625,40.58564376831055,160704400
2018-02-20,40.49619758069618,41.016373396035,40.347910444638984,40.44912338256836,135722000
2018-02-21,40.67979914689796,40.983430849870615,40.25141558148277,40.265541076660156,149886400
2018-02-22,40.43736173948644,40.94341575220747,40.416178884970336,40.60212326049805,123967600
2018-02-23,40.87752571827672,41.3435666414523,40.84692585648885,41.30826187133789,135249600
2018-02-26,41.50830455134232,42.22384162413815,41.47535225703325,42.12498474121094,152648800
2018-02-27,42.15559717989041,42.48041172327539,41.93434445561561,41.98847961425781,155712400
2018-02-28,42.19325752385664,42.51336718436975,41.90845621497436,41.924930572509766,151128400
2018-03-01,42.023772304091004,42.31563805103901,40.63977233544325,41.190547943115234,195208000
2018-03-02,40.67272886170022,41.49653990627128,40.59034632063066,41.47535705566406,153816000
2018-03-05,41.23998897680121,41.83548648134679,41.077579913464824,41.61894226074219,113605600
2018-03-06,41.87551076718231,41.95553729753516,41.45654411823781,41.58364486694336,95154000
2018-03-07,41.176452788473036,41.3906446388632,41.01875216204724,41.197635650634766,126814000
2018-03-08,41.30353775017703,41.68955198741114,41.20703688451729,41.647186279296875,95096400
2018-03-09,41.88727768797565,42.367440432604226,41.75311240267017,42.36273193359375,128740800
2018-03-12,42.43569024525722,42.92997840234038,42.416863435501575,42.77227783203125,128828400
2018-03-13,42.97706260160515,43.19125442557447,42.188559566739045,42.360382080078125,126774000
2018-03-14,42.442749537303754,42.48982373893245,41.85195699353981,42.000244140625,117473600
2018-03-15,42.014385476912125,42.4239387627482,41.9131760761697,42.04969024658203,90975200
2018-03-16,42.049673641273436,42.16029999793045,41.80723807452251,41.901390075683594,157618800
2018-03-19,41.73663486391824,41.77193962497624,40.875162778781466,41.26117706298828,133787200
2018-03-20,41.2470588684082,41.61424278256529,41.176445748408966,41.2470588684082,78597600
2018-03-21,41.1999781210021,41.21174757208427,40.31026221047947,40.312618255615234,148219600
2018-03-22,40.01368704744385,40.644489331080045,39.684164002489396,39.74300765991211,165963200
2018-03-23,39.63473464352793,39.99485754775119,38.82269287109375,38.82269287109375,164115200
2018-03-26,39.55941235554052,40.74334635439028,39.175750592639936,40.665672302246094,150164800
2018-03-27,40.879870440874605,41.225871488689315,39.288738984896526,39.62297058105469,163690400
2018-03-28,39.366401034450234,40.01838966857184,38.881529943140286,39.18516159057617,166674000
2018-03-29,39.49821848374443,40.42559515689415,39.284026695472384,39.49115753173828,153594000
2018-04-02,39.22282917906744,39.76419155989348,38.71206665019576,39.232242584228516,150347200
2018-04-03,39.45819653369415,39.71946247496852,38.80856395149925,39.634727478027344,121112000
2018-04-04,38.80856895442792,40.4867875726584,38.782677602260065,40.39263916015625,138422000
2018-04-05,40.62095060538697,41.00931727508891,40.503263300443166,40.672733306884766,107732800
2018-04-06,40.24200087033369,40.597415269493986,39.59001213811566,39.632381439208984,140021200
2018-04-09,39.98543840892823,40.7409888676697,39.978377458213366,40.02545166015625,116070800
2018-04-10,40.719816155591914,40.95519081545083,40.37381511827673,40.77865982055664,113634400
2018-04-11,40.53858242943531,40.93636623583611,40.4138341292843,40.5880126953125,89726400
2018-04-12,40.816306226666434,41.190550941827595,40.72921519100548,40.988128662109375,91557200
2018-04-13,41.13877216433172,41.3882686648598,40.91987551099226,41.12700271606445,100497200
2018-04-16,41.19761984721377,41.47065527100543,41.150545641067694,41.383567810058594,86313600
2018-04-17,41.541268995958426,42.11793611080051,41.52243859491263,41.95317459106445,106421600
2018-04-18,41.85196691020803,42.08969761078911,41.633070204578715,41.85902786254883,83018000
2018-04-19,40.89869092111922,41.2823526845261,40.63978100516176,40.672733306884766,139235200
2018-04-20,40.15491604282429,40.30084717404898,38.938025962498145,39.00628662109375,261964400
2018-04-23,39.26754769569081,39.28873054920499,38.62261995362777,38.89330291748047,146062000
2018-04-24,38.99451960242738,39.14986774043818,37.947103080746636,38.35194778442383,134768000
2018-04-25,38.27661884605533,38.935668488153105,38.22719218802867,38.5190544128418,113528400
2018-04-26,38.62967460655532,39.008627820938656,38.45314367298912,38.65321350097656,111852000
2018-04-27,38.601440391268724,38.679114452308156,37.808229015445676,38.20601272583008,142623200
2018-04-30,38.16129010059142,39.36875951624266,38.09302944629481,38.89801025390625,169709600
2018-05-01,39.16868731376048,39.82538085517712,38.900360418451456,39.80184555053711,214277600
2018-05-02,41.24469960427315,41.837844737830906,40.90811557307444,41.56010437011719,266157600
2018-05-03,41.3976908561332,41.77899660543915,41.05875081606934,41.63541793823242,136272800
2018-05-04,41.95553736203654,43.36778546398447,41.93670695635998,43.26892852783203,224805200
2018-05-07,43.586686567177054,44.17277088121583,43.48547716698946,43.58198165893555,169805600
2018-05-08,43.541957761033636,43.83146757466914,43.231261499350936,43.79145431518555,113611200
2018-05-09,43.90913959763727,44.109205885749084,43.59609089696965,44.09979248046875,92844800
2018-05-10,44.18922830365853,44.808261053907685,44.16804186028325,44.730587005615234,111957200
2018-05-11,44.773130611342786,44.90780963637365,44.29111274030875,44.56047439575195,104848800
2018-05-14,44.65970770522713,44.78257548729426,44.38798455421709,44.456504821777344,83115200
2018-05-15,44.132806274992966,44.20133015878554,43.73585375444353,44.05247116088867,94780800
2018-05-16,43.96504420978689,44.52975869729785,43.94850272011563,44.46359634399414,76732400
2018-05-17,44.421074101537734,44.63609186806556,44.03357125890981,44.182430267333984,69176000
2018-05-18,44.22968096579104,44.37617482697968,43.97922232361118,44.021751403808594,73190800
2018-05-21,44.42106433364887,44.7211438096648,44.163517538708014,44.333641052246094,73603200
2018-05-22,44.51084838459737,44.62898950157071,44.132795368130374,44.22258377075195,60962800
2018-05-23,44.03119281366184,44.53919814075431,43.89178356480317,44.50611877441406,80233600
2018-05-24,44.603002271489295,44.6195401545358,43.99812027574511,44.456504821777344,92936000
2018-05-25,44.47541285742939,44.810933264665934,44.338368701451394,44.55811309814453,69844000
2018-05-29,44.32655244248424,44.598275593350905,44.154063800606444,44.39743423461914,90056400
2018-05-30,44.35491131626256,44.42107006835937,44.132805389059705,44.30292892456055,74762000
2018-05-31,44.23676441050668,44.475408191958955,43.98157914049399,44.1540641784668,109931200
2018-06-01,44.4187089339248,44.95506713561209,44.36199988646543,44.95034408569336,93770000
2018-06-04,45.28113270970008,45.701714849155046,45.21261243983928,45.326026916503906,105064800
2018-06-05,45.6190147834742,45.8245791829507,45.451252803117086,45.67572021484375,86264000
2018-06-06,45.75133352654392,45.857659818677284,45.34728928997988,45.83403015136719,83734400
2018-06-07,45.87183275564473,45.88600911282106,45.446524013451096,45.71116256713867,85388800
2018-06-08,45.170085462119815,45.366200197703606,44.83929169449756,45.29531478881836,106627200
2018-06-11,45.21261001430778,45.35910385569814,44.94324839331655,45.18425369262695,73234000
2018-06-12,45.222062900144905,45.51032755408102,45.16535385817376,45.43235397338867,67644400
2018-06-13,45.46543057334217,45.57412199581187,44.9975927231053,45.059024810791016,86553600
2018-06-14,45.25986472932009,45.26459138372451,44.945608910973704,45.0826530456543,86440400
2018-06-15,44.90071763482113,44.93143548238103,44.482497024597905,44.61954116821289,246876800
2018-06-18,44.392710055180494,44.709327403259046,44.23203625120954,44.59591293334961,73939600
2018-06-19,43.74528820408191,44.026464610771406,43.34597069242239,43.875244140625,134314000
2018-06-20,44.031198051731266,44.232035797910484,43.88470060732771,44.0666389465332,82514800
2018-06-21,44.24385123314723,44.503763149833475,43.69803981348712,43.82090759277344,102847600
2018-06-22,43.97684774044916,43.983935918958444,43.641327404613634,43.69330978393555,108801600
2018-06-25,43.33415945804006,43.69330945646864,42.703286337776724,43.04353332519531,126652400
2018-06-26,43.23729409469315,44.07373174817735,43.130964188373,43.577537536621094,98276800
2018-06-27,43.7665491646572,44.250928376566435,43.48301125695281,43.513729095458984,101141200
2018-06-28,43.499566681824895,43.998122408091795,43.42868128083608,43.830360412597656,69460800
2018-06-29,44.01701626462684,44.2296724407701,43.21838475667249,43.73820495605469,90950800
2018-07-02,43.433416514098965,44.25567795398073,43.338901425652686,44.22732162475586,70925200
2018-07-03,44.37145019923479,44.40925623139202,43.36725045436653,43.45703887939453,55819200
2018-07-05,43.773652803574315,44.04537958202898,43.542097184453866,43.806732177734375,66416800
2018-07-06,43.811446778292556,44.52265492974039,43.759464403860584,44.41396713256836,69940800
2018-07-09,44.775492497868875,45.05430386041232,44.72823676248304,45.030677795410156,79026400
2018-07-10,45.06139920542782,45.19607824218539,44.9361662689595,44.97633743286133,63756400
2018-07-11,44.53921696701282,44.84165804578531,44.32892584809473,44.392723083496094,75326000
2018-07-12,44.78257385344535,45.22678563021757,44.73059147082814,45.13699722290039,72164400
